id,address,bedroom_nums,bathroom_nums,car_spaces,land_size,house_type,price
12,"36 Mepunga Street, Concord West, NSW 2138",4,1,2,715.3m²,House,"$3,500,000"
12,"20 Clermont Avenue, Concord, NSW 2137",4,3,2,556.4m²,House,"$3,300,000"
12,"12 Suzanne Road, Mona Vale, NSW 2103",4,2,2,695.6m²,House,"$3,150,000"
12,"6 Wilding Street, Marsfield, NSW 2122",3,1,2,797m²,House,"$2,965,000"
12,"2 Tisane Avenue, Frenchs Forest, NSW 2086",5,3,2,885m²,House,"$2,800,000"
12,"25 Shipway Street, Marsfield, NSW 2122",5,3,2,674.9m²,House,"$2,773,000"
12,"140 Wentworth Road, Burwood, NSW 2134",3,1,2,,House,"$2,577,777"
12,"5 Garden Court, West Pennant Hills, NSW 2125",5,3,2,875m²,House,"$2,480,000"
13,"1 Arundel Street, Glebe, NSW 2037",7,1,,225m²,House,"$2,400,000"
13,"30 Gnarbo Avenue, Carss Park, NSW 2221",2,1,2,664m²,House,"$2,218,000"
13,"100 Mount Pleasant Avenue, Wahroonga, NSW 2076",4,2,2,940m²,House,"$2,200,000"
13,"Address available on request, Rouse Hill, NSW 2155",5,2,2,704m²,House,"$2,200,000"
13,"85 Dawson Street, Cooks Hill, NSW 2300",3,2,1,323m²,House,"$2,150,000"
13,"24 Barabati Road, North Kellyville, NSW 2155",5,3,2,,House,"$2,112,500"
13,"1131 Burragorang Rd, Belimbla Park, NSW 2570",7,5,6,"4,048m²",House,"$2,050,000"
13,"264A Blaxland Road, Ryde, NSW 2112",5,4,2,,House,"$2,020,000"
13,"4 Rose Street, Punchbowl, NSW 2196",4,3,3,695m²,House,"$2,015,000"
13,"20 Karuk Street, Pemulwuy, NSW 2145",5,3,2,355.9m²,House,"$2,010,000"
13,"9 Atterall Court, Harrington Park, NSW 2567",4,3,3,724m²,House,"$1,910,000"
13,"54A Crammond Boulevard, Caringbah, NSW 2229",4,2,2,325.1m²,Duplex/semi-detached,"$1,900,000"
13,"40A Delaware Drive, Macquarie Hills, NSW 2285",4,3,6,"3,690m²",House,"$1,850,000"
13,"116B Willarong Road, Caringbah, NSW 2229",4,3,2,,Duplex/semi-detached,"$1,755,000"
13,"29 Providence Drive, Gledswood Hills, NSW 2557",4,2,2,480m²,House,"$1,725,000"
13,"1 Ellis Place, Kings Langley, NSW 2147",4,2,2,697.5m²,House,"$1,718,000"
13,"6 Hamilton Street, Riverstone, NSW 2765",5,2,2,682m²,House,"$1,700,000"
13,"6B Tower Court, Castle Hill, NSW 2154",3,2,2,480m²,House,"$1,580,000"
13,"17R Harefield Road, Dubbo, NSW 2830",5,3,7,7.54ha,House,"$1,575,000"
13,"40 Opperman Drive, North Kellyville, NSW 2155",3,2,2,378m²,House,"$1,550,000"
13,"7 Lomond Court, Wattle Grove, NSW 2173",3,1,2,324m²,House,"$1,450,000"
13,"35 Chapman Street, West Hoxton, NSW 2171",6,3,2,,House,"$1,450,000"
13,"42 Alexander Street, Alexandria, NSW 2015",2,1,,90m²,House,"$1,410,000"
13,"1 Short Street, Paddington, NSW 2021",1,1,,,House,"$1,380,000"
13,"22 Flaxen Street, Austral, NSW 2179",5,3,2,403m²,House,"$1,375,000"
14,"195 Tower Street, Panania, NSW 2213",3,2,,487m²,House,"$1,370,000"
14,"1433 Moss Vale Road, Kangaroo Valley, NSW 2577",4,1,2,2.02ha,House,"$1,315,000"
14,"23 Moonlight Street, Schofields, NSW 2762",4,2,2,318.5m²,House,"$1,310,000"
14,"11 Silvermere Street, Culburra Beach, NSW 2540",4,2,3,"1,332m²",House,"$1,300,000"
14,"15 Malouf Street, Guildford, NSW 2161",5,2,1,,House,"$1,300,000"
14,"81 Dawson Street, Fairfield Heights, NSW 2165",3,1,1,505m²,House,"$1,300,000"
14,"2 Shakespeare Drive, Winmalee, NSW 2777",4,3,3,815.6m²,House,"$1,285,000"
14,"41 Mackellar Circle, Springwood, NSW 2777",3,2,2,828.3m²,House,"$1,261,000"
14,"61 & 61a Minchinbury Street, Eastern Creek, NSW 2766",5,2,2,701.9m²,House,"$1,200,000"
14,"35 Forfar Street, Stockton, NSW 2295",4,1,1,455.3m²,House,"$1,200,000"
14,"23 Virginia Street, Blacktown, NSW 2148",3,2,2,569.1m²,House,"$1,190,000"
14,"1 Pleasant Circuit, Gledswood Hills, NSW 2557",4,2,2,484m²,House,"$1,175,000"
14,"11 Diana Drive, Mudgee, NSW 2850",4,2,2,"2,013m²",House,"$1,170,000"
14,"40 Nowland Street, Seven Hills, NSW 2147",3,1,3,556.4m²,House,"$1,165,000"
14,"303 Castlereagh Road, Agnes Banks, NSW 2753",4,3,,743m²,House,"$1,150,000"
14,"132 Gosford Road, Adamstown, NSW 2289",4,2,1,316m²,House,"$1,150,000"
14,"8 Hewison Street, Tighes Hill, NSW 2297",3,2,3,506m²,House,"$1,150,000"
14,"77 McKenzie Boulevard, Gregory Hills, NSW 2557",4,2,2,446m²,House,"$1,145,000"
14,"28 Centre Crescent, Blaxland, NSW 2774",4,2,1,691m²,House,"$1,130,000"
14,"24 Elabana Avenue, Chain Valley Bay, NSW 2259",4,2,2,,House,"$1,120,000"
14,"12 Pastures Street, Cumbalum, NSW 2478",4,2,2,469.5m²,House,"$1,110,000"
14,"129 Craigend Street, Leura, NSW 2780",3,1,1,727m²,House,"$1,085,000"
14,"904 & 904A Woodville Road, Villawood, NSW 2163",5,2,1,462m²,House,"$1,080,000"
14,"261 Polding Street, Fairfield West, NSW 2165",4,1,2,566m²,House,"$1,080,000"
14,"43 Newhaven Avenue, Gables, NSW 2765",4,2,2,270m²,House,"$1,080,000"
15,"20 Kooindah Boulevard, Wyong, NSW 2259",4,2,2,,House,"$1,070,000"
15,"24 Outrigger Drive, Teralba, NSW 2284",4,2,2,,House,"$1,064,000"
15,"125 Boronia Road, Bullaburra, NSW 2784",4,2,,"1,366m²",House,"$1,060,000"
15,"27 Tramway Drive, West Wallsend, NSW 2286",4,2,2,675m²,House,"$1,060,000"
15,"55 Murray Street, St Marys, NSW 2760",3,2,2,626m²,House,"$1,040,000"
15,"42B Toggerai Street, Appin, NSW 2560",4,2,2,476m²,House,"$1,020,000"
15,"1 May Street, Belmont, NSW 2280",4,2,2,461.5m²,House,"$1,000,000"
15,"19a Brotherton Street, South Wentworthville, NSW 2145",3,2,1,281m²,House,"$997,000"
15,"1 Riches Ave, Woodford, NSW 2778",4,2,2,824m²,House,"$985,000"
15,"18 Burton street, Werrington County, NSW 2747",3,1,2,629m²,House,"$975,000"
15,"32 Lenton Crescent, Oakhurst, NSW 2761",3,1,2,555m²,House,"$975,000"
15,"1 Carraboi Street, Wooli, NSW 2462",3,1,,513m²,House,"$949,000"
15,"9 Darling Place, Tatton, NSW 2650",4,2,2,997m²,House,"$945,000"
15,"2A Sunshine Street, Culburra Beach, NSW 2540",3,2,4,526m²,House,"$940,000"
15,"14B High Street, Marmong Point, NSW 2284",4,2,2,586m²,House,"$925,000"
15,"10 Peggotty Avenue, Ambarvale, NSW 2560",3,1,2,,House,"$920,000"
15,"39 COPPABELLA DRIVE, Gobbagombalin, NSW 2650",4,2,2,848m²,House,"$915,000"
15,"7 Alonso Close, Rosemeadow, NSW 2560",4,2,1,740m²,House,"$910,000"
15,"48 Greenoaks Avenue, Bradbury, NSW 2560",3,1,1,607m²,House,"$906,000"
15,"26 Rosemary Street, Fern Bay, NSW 2295",4,2,2,500m²,House,"$905,000"
15,"23 Marsden Street, Shortland, NSW 2307",4,1,4,,House,"$892,257"
15,"22 McNally Street, Bellingen, NSW 2454",4,2,4,670m²,House,"$880,000"
15,"169 Stanley Street, Kanwal, NSW 2259",3,1,2,663.9m²,House,"$871,000"
15,"85 Ellsworth Drive, Tregear, NSW 2770",3,1,2,626m²,House,"$861,000"
15,"17 Safrano Place, Coffs Harbour, NSW 2450",4,2,2,538.1m²,House,"$853,000"
16,"7 Beverley Street, Merimbula, NSW 2548",4,2,3,916m²,House,"$850,000"
16,"26 Solomon Street, North Rothbury, NSW 2335",4,2,2,464m²,House,"$840,000"
16,"44 Conte Street, East Lismore, NSW 2480",4,2,2,"1,784m²",House,"$837,000"
16,"18 Kenneth Parade, Lemon Tree Passage, NSW 2319",3,3,1,727m²,House,"$830,000"
16,"28 Beaumont Drive, East Lismore, NSW 2480",3,2,3,"1,173m²",House,"$825,000"
16,"23 MacGregor Street, Wyoming, NSW 2250",3,1,1,544m²,House,"$821,000"
16,"106 Fishing Point Road, Fishing Point, NSW 2283",3,1,2,746m²,House,"$820,880"
16,"2A Jubilee Road, Wallsend, NSW 2287",3,1,1,529m²,House,"$820,000"
16,"71 Hunter Street, Gunnedah, NSW 2380",5,3,6,"2,049m²",House,"$810,000"
16,"9 Sylvan Crescent, East Maitland, NSW 2323",3,2,2,668.9m²,House,"$810,000"
16,"3 Herdsmen Road, Lochinvar, NSW 2321",3,2,2,,House,"$800,000"
16,"40 South Street, Killarney Vale, NSW 2261",3,1,1,,House,"$795,000"
16,"48 Kendall St, Bellbird, NSW 2325",3,1,4,"1,438m²",House,"$795,000"
16,"2A William Street, Paxton, NSW 2325",4,2,2,845m²,House,"$780,000"
16,"19 Dale Avenue, Chain Valley Bay, NSW 2259",4,2,1,556m²,House,"$776,000"
16,"20 Church Street, Bellingen, NSW 2454",3,1,3,"1,119m²",House,"$760,000"
16,"4 Salamander Gardens Court, Salamander Bay, NSW 2317",3,1,2,,House,"$753,000"
16,"26 Laver Road, Dapto, NSW 2530",3,1,1,567m²,House,"$750,000"
16,"1/2 Eric Close, Narara, NSW 2250",3,1,2,318m²,Duplex/semi-detached,"$735,000"
16,"7 Kodi Close, Old Bar, NSW 2430",3,1,1,879m²,House,"$735,000"
16,"5 Dala Lane, Armidale, NSW 2350",5,3,2,,Duplex/semi-detached,"$735,000"
16,"217 Brighton Avenue, Toronto, NSW 2283",4,1,,607m²,House,"$730,000"
16,"34 Carrs Peninsula Road, Junction Hill, NSW 2460",4,2,2,668m²,House,"$705,000"
16,"120 Cammaray Drive, Sanctuary Point, NSW 2540",3,1,,775m²,House,"$695,000"
16,"15 Scenic Drive, Budgewoi, NSW 2262",2,1,,,House,"$680,000"
17,"51 Heath Street, Turvey Park, NSW 2650",3,2,2,588m²,House,"$650,000"
17,"8 Tathra Road, Kew, NSW 2439",4,2,3,"1,001m²",House,"$650,000"
17,"2 Karri Place, Muswellbrook, NSW 2333",4,2,2,114m²,Duplex/semi-detached,"$641,000"
17,"99 Louth Park Road, South Maitland, NSW 2320",3,1,,"8,903.08m²",House,"$640,000"
17,"22 PAPERBARK DRIVE, Forest Hill, NSW 2651",3,2,2,739m²,House,"$640,000"
17,"49 Leumeah Street, Sanctuary Point, NSW 2540",3,1,3,765m²,House,"$620,000"
17,"27 Ibis Crescent, Orange, NSW 2800",3,1,2,677m²,House,"$610,000"
17,"85 Drummond Street, Tenterfield, NSW 2372",5,2,2,"2,000m²",House,"$610,000"
17,"392A Tuggerawong Road, Tuggerawong, NSW 2259",3,2,1,371m²,House,"$605,000"
17,"85 Anson Street, Orange, NSW 2800",3,1,1,809.4m²,House,"$602,000"
17,"10 Cecil Street, Berridale, NSW 2628",3,1,3,860m²,House,"$595,000"
17,"14 Jervis Street, Greenwell Point, NSW 2540",2,1,1,696m²,House,"$590,000"
17,"2 Albury Street, Wagga Wagga, NSW 2650",2,1,2,398.4m²,House,"$566,000"
17,"45 Park Street, Orange, NSW 2800",2,1,1,477m²,House,"$539,000"
17,"39 Kurrawan Street, Tamworth, NSW 2340",3,1,1,778m²,House,"$510,000"
17,"19 Hume Avenue, Wallerawang, NSW 2845",3,1,2,634m²,House,"$475,000"
17,"75 Ziegler Avenue, Kooringal, NSW 2650",3,1,1,645m²,House,"$435,000"
17,"205/30 Shepherd Street, Liverpool, NSW 2170",1,1,1,,House,"$422,000"
17,"26 Underwood Street, Quirindi, NSW 2343",3,1,,"1,161m²",House,"$165,000"
17,"87 Knights Road, Galston, NSW 2159",4,3,3,2.2ha,House,"$5,380,000"
17,"70 Tickle Drive, Thirlmere, NSW 2572",7,2,10,,House,"$4,500,000"
17,"27 Isis Street, Wahroonga, NSW 2076",7,4,2,765m²,House,"$3,898,888"
17,"66 Junction Road, Wahroonga, NSW 2076",4,2,2,"1,315m²",House,"$3,060,000"
17,"14 Rosemeath Avenue, Kingsgrove, NSW 2208",6,5,6,448m²,House,"$3,050,000"
17,"14 Rosemeath Avenue, Kingsgrove, NSW 2208",6,5,6,448m²,House,"$3,050,000"
18,"125 & 127 Adelaide Street, Oxley Park, NSW 2760",7,3,3,"2,124m²",House,"$2,800,000"
18,"12 Mary Helen Court, Baulkham Hills, NSW 2153",4,2,2,,House,"$2,600,000"
18,"6 Nabiac Avenue, Belrose, NSW 2085",3,2,2,695.6m²,House,"$2,451,000"
18,"158 Vimiera Road, Marsfield, NSW 2122",5,4,2,,Duplex/semi-detached,"$2,338,000"
18,"31 Lakeview Parade, Warriewood, NSW 2102",4,2,2,512.2m²,House,"$2,300,000"
18,"14 Hampden Street, North Rocks, NSW 2151",4,3,2,790.4m²,House,"$2,151,500"
18,"17 Blamey Avenue, Caringbah South, NSW 2229",3,1,2,,House,"$2,150,000"
18,"22 Maxwell Place, Abbotsbury, NSW 2176",4,3,2,,House,"$2,150,000"
18,"47 Mackillop Drive, Baulkham Hills, NSW 2153",4,2,2,782.9m²,House,"$2,126,000"
18,"13 Carter Street, Seven Hills, NSW 2147",5,2,2,"1,789m²",House,"$2,100,000"
18,"24 Torrs Street, Baulkham Hills, NSW 2153",4,2,2,714.5m²,House,"$2,050,000"
18,"33B Mackinnon Ave, Padstow, NSW 2211",5,4,1,503m²,Duplex/semi-detached,"$1,980,000"
18,"16 Rutland Avenue, Baulkham Hills, NSW 2153",4,2,2,695m²,House,"$1,970,000"
18,"32 Sirius Street, Dundas Valley, NSW 2117",4,2,2,,House,"$1,930,000"
18,"184 Marsh Street, Armidale, NSW 2350",6,3,2,"1,980m²",House,"$1,925,000"
18,"35 Bellambi Street, Tarrawanna, NSW 2518",4,2,4,951.08m²,House,"$1,800,000"
18,"22 Anembo Road, Berowra, NSW 2081",6,3,1,"1,247m²",House,"$1,800,000"
18,"14 Dennis Street, Greystanes, NSW 2145",3,1,1,613m²,House,"$1,800,000"
18,"1 Stringybark Drive, Wilton, NSW 2571",5,3,2,"1,423m²",House,"$1,730,000"
18,"1 Flegg Street, North Kellyville, NSW 2155",3,2,2,,House,"$1,730,000"
18,"5 Cobar Close, Wakeley, NSW 2176",6,3,2,802.7m²,House,"$1,721,000"
18,"9 Barber Street, Flinders, NSW 2529",4,2,4,,House,"$1,700,000"
18,"4 Douglas Place, Harrington Park, NSW 2567",5,3,2,707m²,House,"$1,650,000"
18,"7 Mcbrien Drive, Kiama Downs, NSW 2533",4,3,2,682m²,House,"$1,605,000"
18,"34 Surfleet Place, Kiama, NSW 2533",3,2,2,783m²,House,"$1,570,000"
19,"87 Greenhaven Drive, Umina Beach, NSW 2257",5,2,2,608m²,House,"$1,525,000"
19,"9 Madelines Lane, Orange, NSW 2800",4,2,6,2.01ha,House,"$1,500,000"
19,"3 Musgrave Court, Banora Point, NSW 2486",4,2,2,735m²,House,"$1,500,000"
19,"8A Baden Street, Greystanes, NSW 2145",5,3,2,,House,"$1,500,000"
19,"Address available on request, Quakers Hill, NSW 2763",4,3,2,503.7m²,House,"$1,445,000"
19,"63 Pennant Hills Road, Normanhurst, NSW 2076",3,2,2,404m²,House,"$1,410,000"
19,"3 Swain Street, Moorebank, NSW 2170",5,3,1,,House,"$1,400,000"
19,"2 Houtman Avenue, Shell Cove, NSW 2529",4,2,2,379m²,House,"$1,400,000"
19,"5 Adelaide Place, Shellharbour, NSW 2529",3,2,4,,House,"$1,400,000"
19,"306 Mount Annan Drive, Mount Annan, NSW 2567",4,3,4,702m²,House,"$1,375,000"
19,"7 Kerrawary Grove, Schofields, NSW 2762",4,2,2,,House,"$1,350,000"
19,"2 Lake Ridge Lane, Murrays Beach, NSW 2281",3,3,2,617m²,House,"$1,345,000"
19,"9 Duke Street, Iluka, NSW 2466",4,2,5,847m²,House,"$1,330,000"
19,"73 Urana Road, Yarrawarrah, NSW 2233",3,1,2,735m²,House,"$1,303,000"
19,"21 Killarney Crescent, Skennars Head, NSW 2478",3,2,2,400m²,Duplex/semi-detached,"$1,300,000"
19,"45 East View Avenue, Leura, NSW 2780",3,3,3,854m²,House,"$1,275,000"
19,"215B Georges River Road, Croydon Park, NSW 2133",3,1,2,,House,"$1,275,000"
19,"67 Burnett Avenue, Mount Annan, NSW 2567",5,3,2,756m²,House,"$1,270,389"
19,"45 Courtney Loop, Oran Park, NSW 2570",5,2,2,450m²,House,"$1,270,000"
19,"51 Womra Crescent, Glenmore Park, NSW 2745",3,1,2,821m²,House,"$1,263,000"
19,"11 Sovereign Close, Floraville, NSW 2280",4,2,7,719m²,House,"$1,243,500"
19,"26 Raewyn Crescent, Schofields, NSW 2762",4,3,2,271m²,House,"$1,240,000"
19,"23 Dawson Street, Fairfield Heights, NSW 2165",3,1,1,,House,"$1,220,000"
19,"18 & 18A Gallop Grove, Lalor Park, NSW 2147",4,3,2,796.7m²,House,"$1,200,000"
19,"10 Kurrajong Close, Springfield, NSW 2250",4,2,1,777m²,House,"$1,193,000"
20,"58 Australia Avenue, Umina Beach, NSW 2257",4,2,2,531.1m²,House,"$1,190,000"
20,"10 Mark Street, St Marys, NSW 2760",4,1,2,669.2m²,House,"$1,190,000"
20,"8 Sherwood Place, Shellharbour, NSW 2529",3,2,2,571m²,House,"$1,190,000"
20,"100 Terence Avenue, Lake Munmorah, NSW 2259",4,2,3,556.4m²,House,"$1,175,000"
20,"26 Karwin Road, Medowie, NSW 2318",5,2,2,"4,180m²",House,"$1,170,000"
20,"84 Banfield Drive, Oran Park, NSW 2570",4,2,2,375m²,House,"$1,167,000"
20,"2/4 Chevrolet Place, Ingleburn, NSW 2565",5,2,2,617m²,House,"$1,165,000"
20,"126 Sunset Boulevard, Tweed Heads West, NSW 2485",4,3,2,687m²,House,"$1,155,000"
20,"52 Wainwright Drive, Cobbitty, NSW 2570",5,3,2,476.3m²,House,"$1,151,000"
20,"32 Sylvia Street, Blacktown, NSW 2148",4,2,1,562.8m²,House,"$1,135,000"
20,"32 Lysaght Street, North Wollongong, NSW 2500",6,3,2,"1,081m²",House,"$1,120,000"
20,"13 Old Hume Highway, Camden, NSW 2570",2,1,1,834.7m²,House,"$1,112,500"
20,"10 Karwin Road, Medowie, NSW 2318",5,2,4,"4,369m²",House,"$1,100,000"
20,"55 Callagher Street, Mount Druitt, NSW 2770",3,1,1,765m²,House,"$1,082,000"
20,"12 Clydesdale Road, Cobbitty, NSW 2570",4,2,2,401m²,House,"$1,080,000"
20,"7/2 Seaview Street, Waverley, NSW 2024",2,1,,,Other,"$1,075,000"
20,"4 Warks Hill Road, Kurrajong Heights, NSW 2758",4,2,6,,House,"$1,041,000"
20,"204 Welling Drive, Mount Annan, NSW 2567",3,1,1,630m²,House,"$999,000"
20,"20 Cherry Circuit, Gregory Hills, NSW 2557",3,2,1,300.5m²,House,"$976,000"
20,"24 Mercator Close, Lake Munmorah, NSW 2259",3,2,3,627.7m²,House,"$975,000"
20,"7 Silkstone Street, Farley, NSW 2320",5,3,2,,Duplex/semi-detached,"$970,000"
20,"58 Argyle Street, Vincentia, NSW 2540",3,2,6,539m²,House,"$965,000"
20,"5 Lilac Close, Fletcher, NSW 2287",4,2,2,604m²,House,"$965,000"
20,"96 THORNE STREET, Wagga Wagga, NSW 2650",3,2,1,341m²,House,"$960,000"
20,"66A Marlborough Street, Smithfield, NSW 2164",3,2,1,,Duplex/semi-detached,"$951,500"
21,"152 Somerset Drive, Thornton, NSW 2322",4,2,3,805.1m²,House,"$949,000"
21,"3 Nelson Street, Umina Beach, NSW 2257",3,1,1,474.2m²,House,"$945,000"
21,"12 Moore Street, West Gosford, NSW 2250",5,2,2,615.6m²,House,"$938,000"
21,"39 Stephenson Drive, Ropes Crossing, NSW 2760",4,2,1,270m²,House,"$930,000"
21,"25 NOLAN STREET, Lloyd, NSW 2650",4,2,2,778m²,House,"$920,000"
21,"22 Kailua Avenue, Budgewoi, NSW 2262",3,1,2,,House,"$915,000"
21,"24 Kane Road, Bonnells Bay, NSW 2264",5,2,1,558m²,House,"$910,000"
21,"11 William Street, Singleton, NSW 2330",4,2,2,809m²,House,"$910,000"
21,"22 Windsor Court, Goonellabah, NSW 2480",4,2,2,"1,033m²",House,"$905,000"
21,"2 Honey Myrtle Road, Warnervale, NSW 2259",3,2,2,383m²,House,"$900,000"
21,"2/18 Kemp Street, Cumbalum, NSW 2478",3,2,2,459m²,Duplex/semi-detached,"$895,000"
21,"645 Pacific Highway, Wyoming, NSW 2250",3,1,3,638m²,House,"$883,000"
21,"16A Wellington Street, Buxton, NSW 2571",4,2,2,580m²,House,"$870,000"
21,"9 Coral Fern Circuit, Murwillumbah, NSW 2484",4,1,2,"1,193m²",House,"$870,000"
21,"7 Spearing Street, Wilton, NSW 2571",3,2,1,250m²,House,"$870,000"
21,"15 Alyce Close, Bolwarra Heights, NSW 2320",3,2,2,834.6m²,House,"$870,000"
21,"11 Craig Mostyn Place, Moruya, NSW 2537",4,2,2,,Other,"$860,000"
21,"1 Colvin Place, Goulburn, NSW 2580",4,2,2,709.4m²,House,"$860,000"
21,"68 Leura Mall, Leura, NSW 2780",6,2,1,592m²,House,"$855,000"
21,"34 Sylvan Avenue, Medowie, NSW 2318",3,2,4,"2,203m²",House,"$850,000"
21,"4 Mayfield Street, Eltham, NSW 2480",3,1,4,777m²,House,"$845,000"
21,"1 Daunt Street, Farley, NSW 2320",4,2,2,695.6m²,House,"$845,000"
21,"19 Bilkurra Street, Queanbeyan West, NSW 2620",3,2,2,650m²,House,"$835,500"
21,"39 St Helens Park Drive, St Helens Park, NSW 2560",3,1,1,,House,"$831,000"
21,"58 Mitchell St, Eden, NSW 2551",3,2,,986.4m²,House,"$830,000"
22,"7 Morecambe Circuit, Thornton, NSW 2322",4,2,2,,House,"$830,000"
22,"34 Sparke Street, Georgetown, NSW 2298",3,1,,373m²,House,"$820,000"
22,"10 Brooklands Circuit, Goulburn, NSW 2580",4,2,2,703m²,House,"$795,000"
22,"18 Nevada Street, Springdale Heights, NSW 2641",4,2,2,837m²,House,"$795,000"
22,"26 Beryl Street, Coffs Harbour, NSW 2450",3,1,1,980m²,House,"$790,000"
22,"8 John Forrest Place, Sunshine Bay, NSW 2536",4,2,2,714m²,House,"$790,000"
22,"32 Willandra Crescent, Windale, NSW 2306",3,1,1,771m²,House,"$781,000"
22,"32 Sparke Street, Georgetown, NSW 2298",3,1,,373m²,House,"$780,000"
22,"5 Opal Crescent, Lismore Heights, NSW 2480",4,2,2,"1,041m²",House,"$780,000"
22,"39 Cedar Drive, Llanarth, NSW 2795",4,2,6,901m²,House,"$775,000"
22,"16 Rigney Drive, Bellingen, NSW 2454",3,2,2,2.12ha,Acreage,"$775,000"
22,"76 Anderson Drive, Tarro, NSW 2322",3,1,2,848m²,House,"$765,000"
22,"4 Talinga Place, Orange, NSW 2800",3,2,2,710m²,House,"$750,000"
22,"4 Miller Street, Queanbeyan West, NSW 2620",3,1,2,623m²,House,"$750,000"
22,"9 Heron Road, Catalina, NSW 2536",4,2,2,613m²,House,"$735,000"
22,"4 Gunsynd Close, Maryland, NSW 2287",3,1,2,612m²,House,"$730,000"
22,"5 Clarence Street, Ashby, NSW 2463",3,2,7,913m²,House,"$730,000"
22,"3 Evelyn Crescent, Thornton, NSW 2322",3,1,2,605m²,House,"$730,000"
22,"8 Baird Street, Tuncurry, NSW 2428",4,2,2,588.1m²,House,"$727,500"
22,"12 Fletcher Place, Kooringal, NSW 2650",4,3,2,721.2m²,House,"$700,000"
22,"63 Simkin Crescent, Kooringal, NSW 2650",4,2,2,840m²,House,"$685,000"
22,"22 Tallyan Point Road, Basin View, NSW 2540",3,1,1,758m²,House,"$680,000"
22,"8a Davis Crescent, Mudgee, NSW 2850",3,2,1,520m²,House,"$665,000"
22,"19/1283 Byrrill Creek Road, Brays Creek, NSW 2484",3,1,4,5.83ha,Acreage,"$650,000"
22,"220 The Lakes Way, Tuncurry, NSW 2428",3,1,1,613m²,House,"$650,000"
23,"220 The Lakes Way, Tuncurry, NSW 2428",3,1,1,613m²,House,"$650,000"
23,"45 Canterbury Street, Casino, NSW 2470",4,2,2,"2,683m²",House,"$638,000"
23,"15 Telopea Drive, Taree, NSW 2430",3,1,2,,House,"$635,000"
23,"12 McArthur Street, Telarah, NSW 2320",3,1,1,486.9m²,House,"$630,000"
23,"1/15 Vera Court, Mudgee, NSW 2850",3,2,2,267m²,House,"$621,000"
23,"9 Manchurian Circuit, Dubbo, NSW 2830",3,2,2,404m²,House,"$618,000"
23,"1/8-12 Narregol Street, Pambula, NSW 2549",2,1,2,387m²,House,"$615,000"
23,"406 Currawong Circuit, Cams Wharf, NSW 2281",2,2,1,84m²,House,"$600,000"
23,"49 Catalina Drive, Catalina, NSW 2536",3,3,,635m²,House,"$599,950"
23,"146 Borella Road, East Albury, NSW 2640",3,1,2,714m²,House,"$597,500"
23,"9 Buffier Close, Cessnock, NSW 2325",3,1,1,572m²,House,"$585,000"
23,"59 Brown Street, Raymond Terrace, NSW 2324",3,1,,,House,"$545,000"
23,"5017 Oxley Highway, Long Flat, NSW 2446",3,2,2,892m²,House,"$540,000"
23,"33 Birralee Street, Muswellbrook, NSW 2333",3,1,1,651m²,House,"$485,000"
23,"1/5 Yentoo Drive, Glenfield Park, NSW 2650",2,1,1,198m²,House,"$460,000"
23,"63w-65w Memorial Avenue, Walcha, NSW 2354",3,1,1,"1,623m²",House,"$440,000"
23,"36 Centre Street, South Lismore, NSW 2480",3,2,1,"1,340m²",House,"$412,000"
23,"174 Aberdare Street, Kurri Kurri, NSW 2327",2,1,,516m²,House,"$410,500"
23,"11 Stewart Street, Cowra, NSW 2794",3,1,4,"1,012m²",House,"$350,000"
23,"27 Stephen Street, Cessnock, NSW 2325",3,1,1,461.7m²,House,"$340,000"
23,"37/414 Beach Road, Batehaven, NSW 2536",2,1,1,,House,"$260,000"
23,"1-4/35 Addison Avenue, Lake Illawarra, NSW 2528",4,2,1,974m²,House,"$4,250,000"
23,"49 Werrina Parade, Blue Bay, NSW 2261",4,1,2,,House,"$3,025,000"
23,"27 Evergreen Drive, Cromer, NSW 2099",5,4,2,388m²,House,"$2,900,000"
23,"36 Oak Street, Ashfield, NSW 2131",4,2,3,,House,"$2,605,000"
24,"66 Boyd St, Cabramatta West, NSW 2166",3,1,1,"1,040m²",House,"$2,350,000"
24,"104 Chapel Lane, Baulkham Hills, NSW 2153",7,5,2,929m²,House,"$2,340,000"
24,"8 Yawung Street, Dundas, NSW 2117",4,2,2,651m²,House,"$2,270,000"
24,"40 Caringbah Road, Woolooware, NSW 2230",4,2,2,558m²,House,"$2,200,000"
24,"30A Lorna Street, Waratah, NSW 2298",9,5,5,"1,379m²",House,"$2,150,000"
24,"6A Bidurgal Avenue, Kirrawee, NSW 2232",4,3,2,348m²,Duplex/semi-detached,"$2,020,000"
24,"8 Heather Place, Hornsby Heights, NSW 2077",4,2,1,951m²,House,"$1,957,000"
24,"9 Bona Vista Drive, Pitt Town, NSW 2756",4,2,2,750m²,House,"$1,800,000"
24,"27 Wilkins Avenue, Beaumont Hills, NSW 2155",4,2,2,439m²,House,"$1,760,000"
24,"15 Elliott Street, Merewether, NSW 2291",3,2,1,411m²,House,"$1,720,000"
24,"7 Stockwell Place, Figtree, NSW 2525",4,3,4,722m²,House,"$1,710,000"
24,"19 Honeymyrtle Road, Kellyville, NSW 2155",4,2,2,,Duplex/semi-detached,"$1,700,000"
24,"15 Thomas Street, Dudley, NSW 2290",4,3,2,607m²,House,"$1,650,000"
