index,lat,lon,postcode
7977,-28.819377,153.32319,2480
4037,-33.1437276,151.5205817,2259
95,-33.7290472,150.9940745,
7978,-30.9897198,150.2525517,2380
4038,-33.525226,150.7790219,2756
96,-34.0196489,151.1176702,2229
7979,-33.405679,149.56696,
4039,-32.2085182,152.5362225,2428
97,-33.7220098,151.0131062,2154
7980,-35.1532265,147.3741231,2650
4040,-34.2587436,150.5349899,2571
98,-33.6772901,150.9459118,2155
7981,-30.714567,150.0421613,2382
4041,-34.8333603,150.6001172,2541
7982,-35.5215227,147.0344895,2658
99,-33.7856803,151.0455424,2118
4042,-33.6935484,150.3648131963874,2782
100,-33.9449778,151.1382315,2216
7983,-34.443909,150.474229,2575
4043,-32.918909,151.625817,2285
101,-33.9580646,151.0512205,2210
7984,-34.6542218,150.2901563,2578
4044,-32.7739014,151.636911,2322
102,-33.6513971,150.8760005,2765
7985,-35.1186817,147.3597162,2650
103,-33.7437636,150.9219437,2147
7986,-33.4971258,151.3008339,2256
4045,-33.2016182,151.583006,2259
104,-33.7602658,150.9360878,2147
4046,-33.2575403,151.51038,2263
7987,-36.889181,149.8935241,2548
4047,-32.7311733,151.5382344,2320
105,-33.9393862,150.8148871,2179
7988,-32.7101902,151.5666734,2320
4048,-31.0997067,150.9446037,2340
106,-33.6808747,150.8801335,2765
7989,-34.6957092,150.1525994,2579
4049,-33.1304583,148.1930793,2870
107,-33.830653,150.9256776,2145
7990,-36.2428304,149.1277097,2630
108,-33.886509,151.0260669,2143
4050,-34.7594289,149.717416,2580
7991,-31.2776689,149.2851615,2357
109,54.5688612,-1.3124068,
4051,-36.0847502,146.9283745,2640
7992,-33.2833498,151.4580247,2259
110,-33.643559,150.9021518,2765
4052,-33.29907,149.109253,2800
7993,-33.7945888,151.1691234,2067
111,-28.8269748,153.6028762,2478
4053,-30.497402,151.661183,2350
7994,-33.9137144,151.0131474,2200
112,-33.8865204,150.9519487,2166
4054,-33.849711,151.092317,2138
7995,-32.6941719,151.5774009,2320
7996,-36.097523,144.732905,2731
113,-32.8951523,151.7430684,2304
4055,-33.6736513,151.2927473,2103
114,-34.070484,150.787388,2560
7997,-30.29945,153.12227,2450
4056,-33.7841978,151.1096723,2122
7998,-35.0941686,150.6073351,2540
4057,-33.7694139,151.1027455,2122
115,-33.7237016,150.7830594,2760
7999,-34.8234899,148.9181663,2582
4058,-33.9866229,151.1158851,2221
116,-33.841168,150.976821,2160
8000,-32.7634813,151.6130024,2323
117,-33.843881,150.9609966,2164
4059,,,
8001,-28.8099146,153.3067717,2480
118,-33.7356682,150.8001699,2770
4060,-33.9290457,151.0496784,2196
8002,-35.5842298,149.4372483,2623
119,-32.7242234,152.1173104,2315
4061,-34.0250743,150.7174954,2567
8003,-31.1102989,150.9084125,2340
4062,-33.7498786,150.9441054,2147
120,-28.209758,153.550126,2486
8004,-30.5243824,151.67694869350865,2350
4063,-33.6713373,150.8682655,2765
121,-33.884624,151.1676264,2038
8005,-32.8428842,150.0026003,2848
4064,-33.7862939,150.8445884,2766
122,-33.846742,151.095935,2138
8006,-36.0251035,146.3738354,2646
4065,-33.6147676,150.7105854,2753
8007,-32.7078334,151.5368934,2320
123,-33.884273,151.1665904,2038
4066,-33.7436452,150.6281438471,2774
8008,-33.407007,151.340927,2250
124,-33.9125741,151.0937491,2194
4067,-33.7180965,150.34631874756542,2780
125,-33.9853912,151.1076027,2221
8009,-33.268982,149.080239,2800
4068,-32.914063,151.584248,2286
126,-33.9007654,151.1364006,2203
8010,-31.8193568,152.6132533,2426
4069,-33.7825628,150.7794448,2760
127,-33.819583,150.929246,2145
8011,-31.1322772,150.9480113,2340
4070,-33.7525885,150.7420407,2747
128,-34.0043246,150.7505285,2570
8012,-32.8588437,149.9758341,2848
4071,-34.1062233,150.7977116,2560
129,-33.666671,150.872308,2765
8013,-32.979487,151.705752,2290
4072,-34.0820339,150.8109583,2560
130,-33.7217444,150.8498852,2761
8014,-28.522004,153.53362,2483
4073,-30.4466011,152.9021445,2454
131,-33.782987,150.682318,2745
8015,-34.5833296,150.5961055,2577
4074,-33.2568781,151.4946239,2259
132,-33.3924742,151.4673243,2261
8016,-32.9207609,151.6610582,2287
4075,-33.7431188,150.7873202,2770
133,-31.4493814,152.8290199,2444
8017,-33.7433544,151.0584231,2119
4076,-32.7339352,152.0336502,2319
134,-33.8909473,151.0782742,2136
8018,-34.0872046,150.5708771,2570
4077,-33.0510616,151.5967587,2283
135,-33.6945259,150.9516101,2155
8019,-32.6941719,151.5774009,2320
4078,-32.7658028,151.5932574,2323
136,-33.79134,150.955044,2146
8020,-37.77153,144.866734,3034
137,-33.701313,150.8097763,2765
4079,43.7580649,-79.4546804,
8021,33.680447,-117.993931,2606
4080,-29.6361281,152.9176848,2460
138,-33.704122,150.883982,2762
8022,-34.4372583,150.8561173,2525
4081,-35.0964671,150.612871,2540
139,-33.8870677,150.9321561,2166
8023,-36.944354,149.8639594,2549
4082,-32.285055,150.898095,2333
140,-32.940416,151.753881,2291
4083,-35.1525288,147.4489595,2651
8024,-32.2294964,148.2371201,2821
141,-34.0099737,150.7448252,2570
4084,-35.1115295,150.6362973,2540
8025,-33.8759357,151.0709713,2135
142,-34.5604618,150.7479097,2527
4085,-33.2715823,149.0731778,2800
8026,-33.801479,151.260184,2093
143,-33.7273612,150.7823483,2760
4086,-34.9090923,150.7309723,2540
144,-32.9368376,151.6613335,2285
8027,-32.9776622,151.70779,2290
4087,-31.1184822,150.9263931,2340
145,,,
4088,-33.4171834,150.0652593,2845
8028,-28.7262801,153.4083162,2480
146,-34.0875642,150.8120427,2560
4089,-35.1496399,147.3779821,2650
8029,-33.4124838,149.6042096,2795
147,-30.6508968,152.9963499,2448
4090,-33.716206,151.109816,2076
8030,-32.9034903,151.2857746,2325
148,-33.49940345,150.13343335240972,2790
8031,-33.755046,151.127952,2073
4091,-33.7311504,151.2090406,2085
149,-33.7929483,151.0900479,2114
8032,-33.741626,151.053243,2125
4092,-33.772783,151.018361,2151
150,-33.8910005,151.1791568,2050
8033,-33.776708,150.820222,
4093,-33.7402455,150.9748488,2153
151,-33.9393282,151.1435196,2205
8034,-32.921557,151.663503,2287
4094,-33.7664156,150.9960475,2153
152,-33.944733,151.011043,2212
8035,-32.0452506,150.87261,2337
4095,-33.745157,150.98704,2153
153,-33.9226086,151.0432396,2200
8036,-28.861839,153.014471,2470
4096,-33.8251254,150.9534839,2145
154,-33.9306354,151.1861115,2020
8037,-30.4937707,151.67628065856874,2350
4097,-34.0146912,150.7403921,2567
155,-28.803835,153.580592,2478
8038,-33.0117989,151.5368912,2283
4098,-34.648075,150.84746,2533
156,-33.678004,151.113907,2079
4099,-34.6890225,150.845874,2533
8039,-32.9044474,151.2871264,2325
157,-33.9591622,151.0870736,2222
4100,-33.516611749999996,151.30172599595306,2257
8040,-30.504387,151.648978,2350
158,-33.6986557,150.8874195,2762
4101,-28.212374,153.511487,2486
8041,-32.0476866,150.8604456,2337
159,-33.8728374,150.9400461,2165
4102,-34.0627265,150.7523588,2567
8042,-31.275972,149.2834561,2357
160,-33.9456035,151.0543079,2210
4103,-33.1146797,151.6178794,2281
8043,-36.8513074,149.9290019,2548
4104,-34.0533639,151.0289428,2233
161,-33.9667419,150.7999935,2179
8044,-35.8251141,150.1943493,2537
4105,-34.0576679,150.768628,2567
162,-33.758922,150.736109,2747
8045,-34.36508,150.543355,2575
4106,-33.015636,151.663454,2280
163,-33.996891,150.72018,2570
4107,-33.7593808,150.9345564,2147
8046,-31.638409,152.818923,2443
164,-33.519125200000005,151.31661285764704,2257
4108,-33.4322171,151.3804963,2250
8047,-32.9065564,151.6747105,2287
165,-33.788489,150.672793,2745
4109,41.4328843,-78.5601355,
8048,-32.5907301,149.564147,2850
166,-34.09361,150.8240414,2560
4110,-34.0030279,150.881968,
8049,-32.9075534,151.6651731,2287
167,-32.909778,151.712151,2299
4111,-28.1937653,153.5111611,2485
8050,-32.6142533,149.5980999,2850
4112,-33.772768,150.821258,2770
8051,-32.8131638,151.4358915,2326
168,-30.354327,153.072185,2452
4113,-34.0586203,150.7513798,2567
8052,-32.0490474,150.8737306,2337
169,-32.9506228,151.6581142,2285
4114,-33.2052125,151.5887723,2259
8053,-34.649928,150.783116,2533
170,-31.4661749,152.8544648,2444
4115,-32.8811983,151.6502785,2287
8054,-28.2007687,153.5197432,2486
171,-33.9149157,151.1402788,2204
4116,-33.4273712,151.3320263,2250
8055,-33.0700348,151.5910089,2267
172,-33.895342,151.133574,2130
4117,-35.1530418,147.3324385,2650
8056,-32.859386,151.396297,2325
173,-33.94556,151.0029402,2213
4118,-33.4020386,151.3497577,2250
8057,-32.7078334,151.5368934,2320
174,-33.6305523,150.8980671,2765
4119,-34.7253379,149.7461611,2580
8058,-28.6527837,152.5966574,2469
175,-33.9095471,150.9884531,2198
4120,-28.75642,153.3949922,2480
8059,-34.444793,150.47491,2575
176,-33.6521136,150.9040269,2765
4121,-32.7278462,151.5148474,2320
8060,-34.227972,150.680464,2571
177,-34.0851786,150.8308309,2560
4122,-35.3653098,149.2034795,2620
8061,-33.702688800000004,150.36567634765248,2782
178,-33.8953296,151.0241368,2143
4123,-34.7239815,149.7132441,2580
8062,-33.8640541,150.9543707,2165
179,-32.9131364,151.7524871,2293
4124,-35.746318,150.205065,2536
180,-34.0697262,150.781603,2560
8063,-33.5293746,150.6247006,2758
4125,-32.9984957,151.6775245,2306
181,-33.7286977,150.7354553,2747
8064,-34.0239556,150.8518324,2566
4126,-35.3589189,149.211017,2620
182,-33.7035196,150.8133106,2765
8065,,,
4127,-33.2924706,149.09426482996784,2800
183,-33.680985,150.865306,2765
8066,-28.9109151,153.5014018,2478
4128,-35.7268278,150.1798205,2536
184,-37.0580733,149.9075976,2551
8067,-31.0812683,150.9226957,2340
4129,-32.883086,151.665992,2287
185,-32.6121277,149.5819179,2850
8068,-31.4936258,150.6816672,2343
4130,-32.7726457,151.6351441,2322
186,-32.7549419,151.6082653,2323
8069,-28.8163709,153.2642566,2480
4131,-35.1404801,147.3853019,2650
187,-32.92628205,151.71373811703052,2305
8070,-35.6461583,145.5715265,2713
4132,-35.0894681,150.5614614,2540
188,-33.69867,150.880126,
8071,-33.69968055,150.3665848711911,2782
4133,-32.1426542,152.4894774,2428
189,-33.9147662,151.1756472,2044
8072,-34.054449,150.7579578,2567
4134,39.65392,-75.74547354186183,
190,-33.724975,150.864514,2761
8073,-30.5209628,151.66961794086404,2350
4135,-36.075831,146.9481107,2640
191,-33.69867,150.880126,
8074,-34.7841428,149.2647544,2581
4136,-32.2661898,150.8993874,2333
192,-33.800313,151.066407,2114
8075,-30.1758351,151.6837647,2365
193,-33.7422811,150.7241581,2747
8076,-33.744579,151.135903,2073
4137,-33.801021,151.042132,2117
194,-33.8984559,151.1045991,2133
8077,-33.81661375,151.10117910909668,2112
4138,-33.5773475,150.8616215,2756
195,-33.8430282,151.0890139,2138
8078,-33.690998,151.095292,2077
4139,-34.4437272,150.8467121,2525
196,-33.9072047,151.1420103,2203
8079,-33.6907134,151.0956578,2077
4140,-32.9864492,151.7167792,2290
8080,-33.8824805,150.9673587,2163
197,-33.904282,151.151081,2204
4141,-33.9443708,150.842134,2171
8081,-34.5551516,150.357078,2577
4142,-33.893037,150.917891,2166
198,-33.9461198,151.0674451,2209
8082,-33.7348447,151.2704759,2099
4143,-33.4381943,151.2863058,2250
199,-33.966599,151.0676868,2223
4144,-33.8903033,150.870973,2177
200,-33.8246672,150.9353758,2145
8083,-32.922007,151.7045228,2305
4145,-34.934407,150.7622683,2540
201,-33.8888884,150.9279522,2166
8084,-32.9804509,151.7164224,2290
4146,-33.029339,151.652866,2280
202,-33.6445821,150.8855124,2765
8085,-34.6478364,150.8405579,2533
4147,-33.7666715,150.888407,2148
203,-33.9056968,151.1069309,2194
8086,44.0160635,-77.1336369,
4148,-32.7035333,151.5775993,2320
8087,-32.9505493,151.6437656,2285
204,-33.7320418,150.9222831,2768
4149,-33.5859589,150.8588482,2756
8088,,,
205,-33.9454588,151.0491539,2210
4150,-33.4073974,151.3437367,2250
206,-33.9330086,151.0486705,2196
8089,-32.3656398,149.5289298,2852
4151,-33.6186659,150.8396301,2756
207,-33.9154029,151.0505224,2190
8090,-33.650931,149.0706707,2792
4152,-33.8882971,150.9715,2163
208,-33.908087,151.0095271,2199
8091,-33.7497,151.01935,2125
4153,-33.7998305,150.8049593,2759
209,-33.7081641,150.8193007,2765
8092,-33.440596,151.3911831,2250
4154,-33.7781749,150.8959505,2148
8093,-28.2407529,153.5021563,2486
210,-33.8151792,150.9995826,2150
4155,-33.754871,150.710242,2750
8094,-33.212125,151.524095,2262
211,-33.868173,150.939709,2165
4156,-33.754829,150.710056,2750
8095,-33.399868,149.5430095,2795
212,-33.8747598,150.9918784,2163
4157,-31.5908049,152.8352667,2445
8096,-30.7463645,150.724733,2346
213,-33.8713884,150.9996623,2162
4158,-32.6614023,152.1502432,2324
8097,-32.2690226,148.5709912,2830
214,-33.8799578,151.1576202,2040
4159,-32.838835,151.337119,
8098,-33.4100019,150.0580822,2845
215,-33.927903,151.207875,2018
4160,-36.0968808,150.1337357,2545
8099,-33.7569404,150.6959949,2750
216,-33.944112,151.029835,2211
4161,-32.9967358,151.6097389,2283
8100,-28.616061,153.0131606,2474
217,-33.9671171,151.028549,2211
4162,-33.7824935,150.6991357,2750
218,-33.9662293,151.0331452,2211
8101,-33.749678,150.627098,2774
4163,-33.7263725,150.60641693893064,2774
219,-33.9516802,151.0264131,2211
8102,-33.2583049,151.5080403,2263
4164,-33.7547284,150.8103642,2770
220,-33.7090661,150.8982563,2769
8103,-33.702171050000004,150.57802390047826,2777
4165,-35.1561894,147.3431824,2650
221,-33.9673955,151.0104308,2213
8104,-34.014741,150.735334,2567
4166,-30.3002939,153.1076375,2450
222,-33.9918448,150.7438056,2570
8105,-28.8153745,153.5937837,2478
4167,-31.9181081,152.4521854,2430
223,-33.747637,150.997894,2154
8106,-33.773726,150.820259,2770
4168,-30.9109817,153.0435644,2431
224,-33.9437135,150.9006415,2170
8107,-33.0415198,151.5882694,2283
225,-33.9342457,150.7939958,2179
4169,-33.0966715,148.8630185,2866
8108,-35.9994824,146.3809265,2646
226,-33.9383829,150.7912251,2179
4170,-33.7282225,150.9025414,2763
8109,-33.845218,150.9877558,2160
4171,-33.7921631,150.9306817,2147
8110,-33.8154173,151.2110715,2063
227,-33.712457,150.899988,2769
4172,-33.7868406,150.9468349,2146
8111,-33.9678469,151.0930316,2222
228,-32.9197347,151.7663646,2294
4173,-33.83012905,151.0866061184457,2138
229,-33.8004128,150.6883353,2745
8112,-33.702224,151.116028,2077
4174,-33.857936,151.1003068,2137
230,-33.9674875,150.8055278,2179
8113,-33.8591421,150.996446,2161
4175,-33.8581832,151.1039687,2137
231,-33.7398868,150.7450375,2747
8114,-33.4828333,151.357839,2251
4176,-33.7923078,151.0880533,2122
232,-34.0622662,150.7290725,2570
8115,-33.4410694,151.328396,2250
4177,-33.9247985,151.0951466,2192
233,-33.9843889,150.8986267,2564
8116,-30.7482586,152.9946977,2447
4178,-33.792421,151.093052,2112
234,-31.4661749,152.8544648,2444
8117,-34.4384045,150.4259151,2575
4179,-33.8836277,150.8795577,2176
235,-33.9934788,150.8929021,
8118,-28.71718175,153.29449349661647,2480
4180,-33.794364,151.126492,2113
236,-31.4641437,152.71809,2446
8119,-28.614927,153.0126515,2474
4181,-34.0358445,151.0861112,2227
237,-30.3018738,153.1065642,2450
8120,-32.8989187,151.2763544,2325
4182,-33.5247899,151.3581799,2257
238,-34.7604525,149.7120054,2580
8121,-32.0490474,150.8737306,2337
4183,-33.755683,150.995942,2153
239,-33.855287,151.099279,2137
8122,-31.1295149,150.9417107,2340
4184,-33.7846668,151.0091827,2151
240,-33.9415112,151.2367706,2035
8123,-32.0971952,152.3741834,2312
4185,-33.9830937,151.1067778,2221
241,-33.799836,151.050572,2117
8124,-36.3695113,148.8300402,2628
4186,-33.9466569,151.0841423,2209
242,-33.6605692,150.9121703,2765
8125,-33.3607683,151.4560785,2261
4187,-33.8538357,151.0094213,2142
243,-33.9515207,150.9939087,2213
8126,-33.6829594,150.6006719,2777
4188,-33.7402238,151.0059022,2154
244,-33.919877,151.093808,2192
8127,-33.0509947,151.5944087,2283
4189,-33.7697323,150.9846646,2153
245,-34.0068043,150.7353106,2570
8128,-34.217519,150.591835,2573
4190,-33.8881825,150.9347131,2166
246,-33.9667419,150.7999935,2179
8129,-32.9353483,151.5579301,2278
4191,-33.7571383,150.9406986,2147
247,-33.8934242,151.0263708,2143
4192,-33.683323,151.088774,2077
8130,-31.9846167,141.4592017,2880
248,-33.7023036,150.8158114,2765
4193,-33.800959,151.044518,2117
8131,-33.7409871,150.9775407,2153
249,-33.6940777,150.8195269,2765
4194,-33.8021474,150.9471756,2145
8132,-32.6941719,151.5774009,2320
250,-33.6473424,150.9048848,2765
4195,-33.9054358,151.0574959,2190
8133,-32.7865906,151.5124465,2321
251,-32.8951523,151.7430684,2304
4196,-33.7366023,150.9136044,2763
8134,-33.71812815,150.3030225,2780
252,-33.6498854,150.9034086,2765
8135,-33.49359415,150.1236884486754,2790
4197,-33.9616211,151.1264222,2207
253,-33.6558806,150.911822,2765
4198,-33.7698142,150.975595,2153
8136,-32.70299,151.527793,2320
254,-33.8778802,150.9468634,2165
4199,-33.9318157,151.0200143,2200
8137,-32.65646,151.3682406,2335
